Id,Model,Price
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6945.837226
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,6326.785094
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6449.102001
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6926.182714
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6598.122569
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,8895.339108
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,6326.785094
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7323.570894
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6796.816658
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7790.600627
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7334.887357
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,7960.988637
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,7938.631561
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7277.007294
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,8789.371021
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7583.699997
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7811.96807
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7960.988637
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7960.988637
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7960.988637
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8465.385797
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7082.779374
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7893.775516
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7915.781285
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,7744.754948
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7641.58006
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7960.988637
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,7326.680816
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7277.007294
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7404.660419
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7925.501093
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8271.509184
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7641.58006
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,10030.50359
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7273.897371
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8221.835661
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8072.815094
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8051.447651
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.75494
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8271.509184
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8051.44765
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7334.887357
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6605.69866
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7106.619284
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.92658
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7434.67949
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,7082.779374
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8271.509184
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8271.509184
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7334.887357
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7790.60062
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.90794
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7790.600627
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8677.548932
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7404.66041
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8271.50914
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7075.203281
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8271.509184
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8578.201887
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7106.619284
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8072.81509
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7811.96807
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7960.988637
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7641.58
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7790.600627
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8578.201887
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7744.754948
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7641.58006
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8578.20187
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,10666.32468
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.907924
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8200.468219
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7277.007294
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7255.639851
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7147.641238
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7376.354338
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8578.201887
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,8402.5818
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7483.90794
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,6650.90603
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7475.701383
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,6998.620671
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7744.754948
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7960.98863
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7305.313374
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8271.50918
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,6650.90603
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7790.60067
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,7925.501093
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,8150.794696
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.926581
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,7665.50744
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.92651
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6799.92651
