,Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,After_2002,vvt,Premium_option,Predicted
97,326,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,39,6,2001,34599,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,4.2,12745.5492176
98,328,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,42,3,2001,33623,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,11487.4430526
99,331,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,43,2,2001,33113,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,12224.3312465
100,339,TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,33,12,2001,31000,Petrol,110,1,Silver,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,4.2,13147.8816786
101,341,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,43,2,2001,30742,Petrol,110,1,Silver,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,6.2,12339.2245268
102,342,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,42,3,2001,30190,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.0,12064.3563392
103,356,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,38,7,2001,26000,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,4.2,12568.3864286
104,361,Â TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,43,2,2001,24553,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,4.2,12607.0586658
105,363,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,39,6,2001,24444,Petrol,110,1,Blue,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1.0,12029.3930206
106,368,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,41,4,2001,22780,Petrol,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,2.0,11317.6396667
107,374,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,35,10,2001,18000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,4.2,13391.16701
108,376,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,33,12,2001,16512,Petrol,97,1,Grey,0,1400,5,4,5,19,1085,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,6.2,13914.6553238
109,378,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,38,7,2001,16000,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,6.2,13037.6382772
110,381,Â TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,53,4,2000,216000,Diesel,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,7851.42943891
111,394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,52,5,2000,135258,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3.0,9471.53534287
112,395,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,49,8,2000,131364,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,3.0,10019.5534838
113,400,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,47,10,2000,117430,Diesel,90,1,Blue,0,2000,3,4,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,3.0,10906.3127757
114,402,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,115558,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,4.2,9890.15631207
115,403,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,115113,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,3.0,9107.86716865
116,405,TOYOTA Corolla 2.0D 4/5-Doors,56,1,2000,113997,Diesel,72,1,Green,0,2000,5,4,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0,9656.22723049
117,406,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,49,8,2000,107859,Petrol,97,0,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,9701.46695968
118,408,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,54,3,2000,103454,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,4.2,10351.2972226
119,411,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,102030,Petrol,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,4.2,10189.3777368
120,412,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,101352,Petrol,110,0,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4.2,10651.8466741
121,415,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,48,9,2000,98100,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2,10343.3925618
122,422,Â TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,55,2,2000,94122,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,3.0,9098.26338105
123,424,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,90200,Petrol,97,0,White,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,3.0,9873.07140599
124,425,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,53,4,2000,90097,Diesel,69,1,Red,0,1900,5,4,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1.0,9840.55744112
125,426,Â TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,48,9,2000,89049,Petrol,97,1,Black,0,1400,5,4,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,2.2,10635.6878303
126,427,Â TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,52,5,2000,89000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,10158.5109248
127,428,Â TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,45,12,2000,87274,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,3.0,10722.3362202
128,432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,50,7,2000,83106,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,4.2,10921.8994095
129,433,Â TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,50,7,2000,82805,Petrol,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4.2,10866.0763
130,436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,49,8,2000,80320,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1.0,10521.1661377
131,437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,49,8,2000,80090,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,4.2,10647.7668129
132,438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,53,4,2000,79800,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,10222.115546
133,440,Â TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,48,9,2000,78600,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,3.0,11000.3475942
134,441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,55,2,2000,77780,Petrol,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.0,10012.344632
135,446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,75231,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4.2,10746.81681
136,448,Â TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,50,7,2000,74849,Petrol,110,1,Red,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2.0,10901.5120561
137,449,Â TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,55,2,2000,74715,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,6.2,10964.7558131
138,453,TOYOTA Corolla 1.6 4/5-Doors,50,7,2000,73634,Petrol,110,0,Blue,0,1587,5,4,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,3.0,11039.3324685
139,459,Â TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,71725,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,4.2,10283.660925
140,460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,71276,Petrol,110,0,Green,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4.2,10813.4780485
141,461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,50,7,2000,70440,Diesel,69,1,Green,0,1900,3,4,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,3.0,10686.0630198
142,462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,70239,Petrol,110,0,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,2.2,10157.4931825
143,469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,46,11,2000,68414,Petrol,97,0,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5.0,10835.902991
144,470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,56,1,2000,66777,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,4.2,10960.647063
145,472,Â TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,54,3,2000,66063,Petrol,110,1,Black,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,4.2,11017.3981772
146,473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,65471,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4.2,11150.8744605
147,474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,65400,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10016.6914722
148,480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,53,4,2000,63635,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,5.2,10661.8292879
149,482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,54,3,2000,63123,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,6.2,10867.5543137
150,486,Â TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,56,1,2000,62751,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2.2,10263.580863
151,500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,55,2,2000,58377,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,3.2,10579.1163151
152,502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,57948,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10071.3791028
153,509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,53,4,2000,55500,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,4.2,10993.8902641
154,511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,54465,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,10923.5172731
155,516,Â TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,49,8,2000,53116,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10518.6649625
156,518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,55,2,2000,52149,Petrol,97,1,Grey,0,1400,3,4,5,19,1085,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1.0,10520.0339068
157,530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,54,3,2000,49366,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10469.8648056
158,531,Â TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,56,1,2000,48731,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,3.0,10539.9909434
159,533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,48,9,2000,48071,Petrol,97,0,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10695.1587845
160,535,Â TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,54,3,2000,47768,Petrol,110,0,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,6.2,11220.2677802
161,543,Â TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,47,10,2000,46391,Petrol,110,0,Black,0,1600,5,4,5,85,1075,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.0,11472.1908245
162,547,Â TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,50,7,2000,45900,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,3.0,11368.5823006
163,551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,56,1,2000,43700,Petrol,86,1,Grey,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,4.2,10153.1387613
164,552,Â TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,48,9,2000,43120,Petrol,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4.2,11017.0567703
165,554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,49,8,2000,41710,Petrol,110,0,Blue,0,1600,3,4,5,69,1040,1,0,12,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,3.0,11262.6760188
166,560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,47,10,2000,40361,Petrol,110,1,Black,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4.2,12436.1259395
167,561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,54,3,2000,40325,Petrol,86,0,Red,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,10625.0563494
168,566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,47,10,2000,38900,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,10941.1960376
169,568,Â TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,37461,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,9841.60129346
170,572,Â TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,52,5,2000,36000,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,3.0,11352.5246586
171,579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,51,6,2000,34882,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3.0,11808.126607
172,580,Â TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,46,11,2000,34000,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,3.2,11965.0690457
173,582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,55,2,2000,33230,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,4.2,11153.318465
174,583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,46,11,2000,33021,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4.2,12189.9490019
175,591,Â TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,52,5,2000,29500,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,4.2,11410.3924489
176,595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,53,4,2000,26624,Petrol,97,0,Blue,0,1400,5,4,5,85,1060,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1.0,10704.8341505
177,598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,50,7,2000,22500,Petrol,97,1,Green,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2.2,10822.9536832
178,602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,48,9,2000,15000,Petrol,97,1,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.0,10951.865521
179,605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,50,7,2000,1,Diesel,90,1,Green,0,2000,3,4,5,64,1260,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,4.2,14239.4331156
180,609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,1,1999,194545,Petrol,86,0,Red,0,1300,4,4,5,69,1000,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,5741.8660687
181,613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,67,2,1999,174833,Diesel,72,0,Red,0,2000,4,4,5,185,1100,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,3.2,7399.00069451
182,614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,1999,155720,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,3.0,6871.0442913
183,616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,59,10,1999,154783,Diesel,72,1,Black,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,6.2,9151.79233381
184,622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,64,5,1999,144000,CNG,110,1,Black,0,1600,3,4,6,72,1065,0,1,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,3.2,8486.88352741
185,623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,65,4,1999,140168,Diesel,72,1,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1.0,8009.5084401
186,625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,60,9,1999,139800,Diesel,72,0,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,8473.01461565
187,633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,60,9,1999,130270,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,4.2,9060.41273209
188,634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,59,10,1999,130000,Diesel,72,1,Grey,0,2000,4,4,5,185,1135,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,8811.41311441
189,643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,66,3,1999,120000,Diesel,72,0,Blue,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,8083.89481974
190,645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,68,1,1999,119500,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,0,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,3.0,8769.03653935
191,647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,57,12,1999,118833,Petrol,110,0,Blue,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,4.2,9701.64776296
192,649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,68,1,1999,117955,Petrol,110,1,Green,1,1600,4,4,5,85,1065,1,1,3,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3.2,8560.02726602
193,654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,9,1999,115191,CNG,110,1,Red,0,1600,4,4,5,197,1079,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,9170.00470295
194,656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,63,6,1999,115000,CNG,110,0,Red,0,1600,3,4,5,197,1109,0,1,6,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,4.2,9728.13214756
195,668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,1999,109547,Petrol,110,0,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,6.2,9817.61702241
196,670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,1999,109150,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,4.2,8974.84158103
